result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_BedrockGeologyOfOntario250K_Dikes/MapServer,http,Tiled Map Service (vector),,,,,,1/8/2003,creation,918859877,/NAP/OGDE_BedrockGeologyOfOntario250K_Dikes.xml,8/30/2013,87,"Bedrock Geology of Ontario, Dike Swarm - 1: 250 000",Ontario Ministry of Northern Development and Mines,"<p>This data set can be used to identify dikes, which are tabular bodies of igneous rock which have intruded pre-existing geological units near the Earth's surface. Dikes are therefore long linear bodies of igneous rock that can extend laterally for hundreds of kilometers with a width of perhaps a few hundred meters. Dikes normally occur, not as single dikes, but rather as several parallel dikes forming a dike swarm all of the same material which intruded at roughly the same time. The most common dike swarms in the Precambrian of Ontario are diabase dike swarms extending up to 3000 km in length which can form up to 30% of the Earth's crust at the center of the swarm.</p><p>This data set is part of the Bedrock Geology Data Set, which is a Geological map of the Province and shows the distribution of bedrock units underlying Ontario. It illustrates geological rock types, major faults, iron formations, kimberlite intrusions, and dike swarms. The geology of the Province consists of Precambrian rocks of the Canadian Shield and Phanerozoic sedimentary rocks in basins that overlie the Canadian Shield. Based on differences in age, metamorphism and tectonic setting, the Precambrian rocks are subdivided into the Superior, Southern and Grenville provinces. The Phanerozoic rocks occur in four basins. Major faults and shear zones are also included. The legend is subdivided geochronologically in the Phanerozoic, but geochronometrically in the Proterozoic and Archean. The Archean rocks of the Superior Province are subdivided into lithologic units. Supracrustal units of the Southern Province and the Phanerozoic Eon are subdivided lithostratigraphically. The Grenville Province is subdivided into major tectonic blocks and within each block the legend is mainly lithologic, with only part of the supracrustal rock record subdivided into lithostratigraphic units. The dataset is an overview of this geology on a Provincial Compilation scale of 1:250 000 and it illustrates geological rock types, major faults, iron formations, kimberlite and dike swarms.</p>",TRUE,238.5913262,"-95.153411,56.228858","-95.153411,44.140371","-75.416340,56.228858","-75.416340,44.140371",OGDE,0,918859877,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BedrockGeologyOfOntario250K_Dikes.png,/zips/OGDE/OGDE_BedrockGeologyOfOntario250K_Dikes.zip,1/8/2003
,,,,,,,,,,1/8/2003,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_DAMBAR/MapServer,http,Tiled map service (vector),,,,,,1/1/2009,creation,223532462,/NAP/OGDE_DAMBAR.xml,8/1/2013,88,Dam and Barrier,Ontario Ministry of Natural Resources,"<p>This data set identifies obstacles that disturb or impede the flow of surface water, excluding beaver dams, water crossings, and culverts.</p><p>Supplementary tables can be used and are available for download from the additional documentation section. Supplementary look-up table descriptions are available in the Data Description document, which is available for download from the additional documentation section.</p>",TRUE,198.4058962,"-94.561882,52.817332","-94.561882,42.672248","-75.005031,52.817332","-75.005031,42.672248",OGDE,0,223532462,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_DAMBAR.png,/zips/OGDE/OGDE_DAMBAR.zip,9/3/2009
,,,,,,,,,,9/3/2009,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_rdpoly/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_rdpoly.xml>,0.069436945,"-81.391461,43.069317","-81.391461,42.824214","-81.108164,43.069317","-81.108164,42.824214",4/1/2001,creation,2073463841,/NAP/Western_CityOfLondon_rdpoly.xml,5/19/2016,89,London Roads (Polygons),City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of roads in the City of London, Ontario.</p>",TRUE,0.069436945,"-81.391461,43.069317","-81.391461,42.824214","-81.108164,43.069317","-81.108164,42.824214",Western,0,2073463841,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_rdpoly.png,,4/1/2015
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_rdpoly/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_rdpoly.xml>,0.069436945,"-81.391461,43.069317","-81.391461,42.824214","-81.108164,43.069317","-81.108164,42.824214",4/1/2015,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2015_CMCS_RetiredEnhancedPostalPoint.zip,file,,,,,,,9/1/2015,publication,1185359720,/NAP/DMTI_2015_CMCS_RetiredEnhancedPostalPoint.xml,1/20/2016,90,Retired Enhanced Postal Point,DMTI Spatial Inc.,<p>This layer indicates the point locations of postal codes that are no longer actively used by Canada Post.</p><p>Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>,TRUE,2784.91045,"-136.175400,75.389620","-136.175400,42.038118","-52.673600,75.389620","-52.673600,42.038118",DMTI,0,1185359720,0,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Topo_PHL_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Topo_PHL_ALL_PROV.xml>,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",6/21/2001,publication,3877513984,/NAP/DMTI_CanMapRL_Topo_PHL_ALL_PROV_series.xml,6/29/2015,91,Physiography - Lines (PHL),DMTI Spatial Inc.,"<p>Physiography is the physical features (lines and centre lines) or physical geography of the Earth's surface. Physiography features include, but are not limited to caves, eskers and moraines.</p>",TRUE,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",DMTI,0,3877513984,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_PHL_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Topo_PHL_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Topo_PHL_ALL_PROV.xml>,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Topo_PHL_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Topo_PHL_ALL_PROV.xml>,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Topo_PHL_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Topo_PHL_ALL_PROV.xml>,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Topo_PHL_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Topo_PHL_ALL_PROV.xml>,440.6703954,"-114.117643,52.109549","-114.117643,42.790049","-66.832875,52.109549","-66.832875,42.790049",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Topo_PHL_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Topo_PHL_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2014_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Streets_rteLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",6/21/2001,publication,2606546472,/NAP/DMTI_CanMapRL_Streets_rteLUT_ALL_PROV_series.xml,7/9/2015,92,Routes Look Up Table (rte_lut),DMTI Spatial Inc.,"<p>Contains the Unique Identifier of related Routes (rte) segment, on/off ramps, road direction, road intersects, gradient and distance, highway exits, ramp direction, and ferry routes. </p>",TRUE,2241,"-135,68","-135,41","-52,68","-52,41",DMTI,0,2606546472,0,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2013_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Streets_rteLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2012_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Streets_rteLUT_ALL_PROV..xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2011_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Streets_rteLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2010_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Streets_rteLUT_ALL_PROV.xml>,2241,"-135,68","-135,41","-52,68","-52,41",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Streets_rteLUT_CAN.zip,file,(table){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(table){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Streets_rteLUT_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_WASTEMST/MapServer,http,Tiled map service (vector),,,,,,2/7/2012,creation,1732883957,/NAP/OGDE_WASTEMST.xml,5/22/2014,93,Waste Management Site,Ontario Ministry of Natural Resources,<p>This data set is a polygon coverage that can be used to identify the location of waste management sites. The different waste management sites contained in this layer include:</p><li>Compost Disposal</li><li>Hazardous Waste Disposal</li><li>Household Waste Disposal</li><li>Industrial Waste Disposal</li><li>Septic Drying Bed</li><li>Septic Field</li><li>Sewage Disposal</li><li>Tile Bed</li><li>Transfer Station</li><p>Supplementary tables can be used and are available for download from the additional documentation section.</p>,TRUE,231.7790914,"-95.069817,53.940991","-95.069817,42.011125","-75.641343,53.940991","-75.641343,42.011125",OGDE,0,1732883957,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WASTEMST.png,/zips/OGDE/OGDE_WASTEMST.zip,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_INSCTDAM/MapServer,http,Tiled map service (vector),,,,,,1/1/1998,creation,61368056,/NAP/OGDE_INSCTDAM.xml,3/12/2013,94,Forest Insect Damage Event,Ontario Ministry of Natural Resources,"<p> Revision Note: Please note that this dataset has been revised and is available from the Land Information Ontario (LIO) Warehouse. </p> <p>This dataset represents events where forest insect pests have damaged trees by defoliation, foliage mining and wood boring, or contributed to tree mortality. </p><p>Only the outer perimeter of the damage events are generally mapped e.g. there is no distinction between smaller areas within that were unaffected. In addition to infestations, forest mortality areas caused by these insect pests are mapped as separate events.</p><p>Supplementary look-up table descriptions are available in the Data Description document, which is available for download from the additional documentation section.</p><p>Additional Metadata: http://www.mnr.gov.on.ca/en/Business/Forests/2ColumnSubPage/STEL02_166920.html</p>",TRUE,215.7005749,"-95.205429,52.374000","-95.205429,41.911209","-74.589460,52.374000","-74.589460,41.911209",OGDE,0,61368056,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_INSCTDAM.png,/zips/OGDE/OGDE_INSCTDAM.zip,12/15/2008
,,,,,,,,,,12/15/2008,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2016_RoadEdges/MapServer,http,Tiled map service (vector){2016}<uri:/NAP/Western_CityOfLondon_2016_RoadEdges.xml>,0.070382991,"-81.391482,43.072638","-81.391482,42.824214","-81.108164,43.072638","-81.108164,42.824214",4/1/2001,creation,4219851216,/NAP/Western_CityOfLondon_rdlin.xml,5/19/2016,95,London Roads (Lines),City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of roads in the City of London, Ontario.</p>",TRUE,0.070382991,"-81.391482,43.072638","-81.391482,42.824214","-81.108164,43.072638","-81.108164,42.824214",Western,0,4219851216,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_rdlin.png,,12/23/2016
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_rdlin/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_rdlin.xml>,0.070382991,"-81.391482,43.072638","-81.391482,42.824214","-81.108164,43.072638","-81.108164,42.824214",12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_rdlin/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_rdlin.xml>,0.070382991,"-81.391482,43.072638","-81.391482,42.824214","-81.108164,43.072638","-81.108164,42.824214",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/CityOfMississauga/CityOfMississauga_2016_SIDEWALK/MapServer,http,(vector) Tiled map service,,,,,,10/18/2016,publication,1306306985,/NAP/CityOfMississauga_2016_SIDEWALK.xml,9/20/2016,96,Mississauga Edges of Sidewalk,"Transportation and Works Department, City of Mississauga","<p>The 2016 City of Mississauga digital mapping data contains very detailed topographic and planning information clipped to the City of Mississauga municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the edges of sidewalk in City of Mississauga, Ontario. </p>",TRUE,0.068003393,"-79.798806,43.739631","-79.798806,43.479540","-79.537346,43.739631","-79.537346,43.479540",CityOfMississauga,0,1306306985,0,http://images.scholarsportal.info/gis/thumbnails/CityOfMississauga/CityOfMississauga_2016_SIDEWALK.png,/zips/CityOfMississauga/CityOfMississauga_2016_SIDEWALK.zip,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Topo_OTR_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Topo_OTR_ALL_PROV.xml>,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",6/21/2001,publication,1662578591,/NAP/DMTI_CanMapRL_Topo_OTR_ALL_PROV_series.xml,6/29/2015,97,Other Transportation - Regions (OTR),DMTI Spatial Inc.,"<p>The Other Transportation layer includes features (regions) relating to the transportation sector. Features in this layer include, but are not limited to airport runways, tunnels and air navigation hazards.</p>",TRUE,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",DMTI,0,1662578591,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_OTR_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Topo_OTR_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Topo_OTR_ALL_PROV.xml>,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Topo_OTR_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Topo_OTR_ALL_PROV.xml>,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Topo_OTR_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Topo_OTR_ALL_PROV.xml>,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Topo_OTR_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Topo_OTR_ALL_PROV.xml>,2172.687038,"-135.187907,68.371888","-135.187907,42.029618","-52.708795,68.371888","-52.708795,42.029618",,,,,,,,,,,,,,,,,,,,,,
