Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,layer_thumb
,Religious Buildings Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4207159396,,,,http://geo.scholarsportal.info/#r/details/_uri@=4207159396,,,,,,,,,4207159396,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_ReligiousBuildingsPoint.png
,Car Pool Parking Lots (CPL),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2350122037,,,,http://geo.scholarsportal.info/#r/details/_uri@=2350122037,,,,,,,,,2350122037,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_POI_CPL_ALL_PROV.png
,Greenbelt Designation,2005 - 2013,Ontario Ministry of Municipal Affairs and Housing,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1548209200,,,,http://geo.scholarsportal.info/#r/details/_uri@=1548209200,,,,,,,,,1548209200,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GBDESIGN.png
,Cultural Line at 600K,1995 - 1995,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2735713272,,,,http://geo.scholarsportal.info/#r/details/_uri@=2735713272,,,,,,,,,2735713272,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_6KCULTLN.png
,London Ruins,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1782347201,,,,http://geo.scholarsportal.info/#r/details/_uri@=1782347201,,,,,,,,,1782347201,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_ruinslin.png
,London Steps,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3650209354,,,,http://geo.scholarsportal.info/#r/details/_uri@=3650209354,,,,,,,,,3650209354,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_steplin.png
,GeoEye Satellite Image of Downtown Toronto - 2007,2007 - 2007,GeoEye,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1079550617,,,,http://geo.scholarsportal.info/#r/details/_uri@=1079550617,,,,,,,,,1079550617,http://images.scholarsportal.info/gis/thumbnails/OCUL/GeoEye2007DntnTorontoBGRNTIFF.png
,Waste Management Attenuation Zone,2012 - 2012,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3576752109,,,,http://geo.scholarsportal.info/#r/details/_uri@=3576752109,,,,,,,,,3576752109,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WASTEMAZ.png
,Wetlands (WER),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4073993368,,,,http://geo.scholarsportal.info/#r/details/_uri@=4073993368,,,,,,,,,4073993368,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_WER_ALL_PROV.png
,Multiple Enhanced Postal Codes (MEP),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=643323315,,,,http://geo.scholarsportal.info/#r/details/_uri@=643323315,,,,,,,,,643323315,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapPS_MEP_CAN.png
,"Historic Ontario Road Network (ORN) Segment, pre 2007",2007 - 2007,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4205004445,,,,http://geo.scholarsportal.info/#r/details/_uri@=4205004445,,,,,,,,,4205004445,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ORN_Segment_pre2007.png
,London Tanks,2001 - 2016,City of London,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1922237946,,,,http://geo.scholarsportal.info/#r/details/_uri@=1922237946,,,,,,,,,1922237946,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2016_Tanks.png
,Ontario Treaties Map,2014 - 2014,Ministry of Indigenous Relations and Reconciliation,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1128394324,,,,http://geo.scholarsportal.info/#r/details/_uri@=1128394324,,,,,,,,,1128394324,http://images.scholarsportal.info/gis/thumbnails/OCUL/OCUL_OFNTA_morris_1943.png
,Power Network Line at 250K,1970 - 2003,Natural Resources Canada,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2939039508,,,,http://geo.scholarsportal.info/#r/details/_uri@=2939039508,,,,,,,,,2939039508,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NTSPOWLN.png
,Government Buildings Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2250791220,,,,http://geo.scholarsportal.info/#r/details/_uri@=2250791220,,,,,,,,,2250791220,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_GovernmentBuildingsPoint.png
,Roads Routing Table,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1641375261,,,,http://geo.scholarsportal.info/#r/details/_uri@=1641375261,,,,,,,,,1641375261,
,"Forest Resource Inventory (FRI), Digital Aerial Imagery (Block P)",2008 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=718310475,,,,http://geo.scholarsportal.info/#r/details/_uri@=718310475,,,,,,,,,718310475,http://images.scholarsportal.info/gis/thumbnails/OGDE/FRI200809BlockPTIFF.png
,Capital Cities (CAP),2004 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4717026,,,,http://geo.scholarsportal.info/#r/details/_uri@=4717026,,,,,,,,,4717026,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_CAP.png
,Natural Heritage Values Area,1999 - 2006,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3046502226,,,,http://geo.scholarsportal.info/#r/details/_uri@=3046502226,,,,,,,,,3046502226,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NHERVALA.png
,Borehole - Retired,1875 - 2010,"Ontario Ministry of Northern Development, Mines and Forestry",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3639841433,,,,http://geo.scholarsportal.info/#r/details/_uri@=3639841433,,,,,,,,,3639841433,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_BOREHOLE.png
,Census Subdivision - Digital Boundary Files (CSD) (Intercensal),2008 - 2014,Statistics Canada,Various geospatial formats available.,Open to the public.,http://geo.scholarsportal.info/#r/details/_uri@=3363091464,,,,http://geo.scholarsportal.info/#r/details/_uri@=3363091464,,,,,,,,,3363091464,
,Great Lakes Islands (International) - Islands,2006 - 2010,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1169915006,,,,http://geo.scholarsportal.info/#r/details/_uri@=1169915006,,,,,,,,,1169915006,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GreatLakesIslands.png
,Ontario Hydro Network (OHN) - Watercourse,2010 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=73897213,,,,http://geo.scholarsportal.info/#r/details/_uri@=73897213,,,,,,,,,73897213,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_OHN_WCRS.png
,Parks and Recreation - Points (PRP),2004 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1719274822,,,,http://geo.scholarsportal.info/#r/details/_uri@=1719274822,,,,,,,,,1719274822,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_PRP_ALL_PROV.png
,"Forest Resource Inventory (FRI), Wetland",2012 - 2012,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=1592680536,,,,http://geo.scholarsportal.info/#r/details/_uri@=1592680536,,,,,,,,,1592680536,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FRIWET.png
,Aquatic Resource Area Summary Line (Spatial View),2011 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3319381153,,,,http://geo.scholarsportal.info/#r/details/_uri@=3319381153,,,,,,,,,3319381153,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_ARALINE.png
,Aerodromes (AER),2002 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=752039862,,,,http://geo.scholarsportal.info/#r/details/_uri@=752039862,,,,,,,,,752039862,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_POI_AER_ALL_PROV.png
,Major Roads Line,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=487313888,,,,http://geo.scholarsportal.info/#r/details/_uri@=487313888,,,,,,,,,487313888,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_MajorRoadsLine.png
,Provincial Boundaries (PRV),2001 - 2014,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2829894268,,,,http://geo.scholarsportal.info/#r/details/_uri@=2829894268,,,,,,,,,2829894268,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Canada_PRV.png
,Gas And Oil Facilities Region,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3958786767,,,,http://geo.scholarsportal.info/#r/details/_uri@=3958786767,,,,,,,,,3958786767,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_GasAndOilFacilitiesRegion.png
,National Topographic System Index (NTS) - 250 Grid,2000 - 2000,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3446874926,,,,http://geo.scholarsportal.info/#r/details/_uri@=3446874926,,,,,,,,,3446874926,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NTS250GR.png
,Forest Cover - Quetico Provincial Park (3D),1986 - 2011,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3472442575,,,,http://geo.scholarsportal.info/#r/details/_uri@=3472442575,,,,,,,,,3472442575,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_FRI3D.png
,Greenbelt Natural Heritage System - Urban River Connections,2005 - 2005,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4268672961,,,,http://geo.scholarsportal.info/#r/details/_uri@=4268672961,,,,,,,,,4268672961,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GBNHS_Rivers.png
,Enhanced Flow Direction Grid - Provincial,2008 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2487354113,,,,http://geo.scholarsportal.info/#r/details/_uri@=2487354113,,,,,,,,,2487354113,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_EFDIR.png
,National Topographic Database System (NTS) - 50 Grid,2000 - 2000,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=4012766682,,,,http://geo.scholarsportal.info/#r/details/_uri@=4012766682,,,,,,,,,4012766682,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_NTS50GR.png
,Water Structure Point,2015 - 2015,DMTI Spatial Inc.,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=3569961308,,,,http://geo.scholarsportal.info/#r/details/_uri@=3569961308,,,,,,,,,3569961308,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_WaterStructurePoint.png
,Mississauga Provincial Highways,2016 - 2016,"Transportation and Works Department, City of Mississauga",Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=2126600367,,,,http://geo.scholarsportal.info/#r/details/_uri@=2126600367,,,,,,,,,2126600367,
,"QuickBird Satellite Imagery for Far North Communities: Multi-spectral imagery, false colour",2003 - 2008,Ontario Ministry of Natural Resources,Various geospatial formats available.,"Available to McMaster Staff, Faculty, and Students. Login required for off-campus access.",http://geo.scholarsportal.info/#r/details/_uri@=960393851,,,,http://geo.scholarsportal.info/#r/details/_uri@=960393851,,,,,,,,,960393851,http://images.scholarsportal.info/gis/thumbnails/OGDE/QuickBirdFarNorth2008CIRjp2.png
